"Оверлоки и распошивальные машины";Bernina;"Funlock 42";;1207407001;925,00;BYN;"Магазин-мастерская «Швейные машины». Большой выбор швейного и вязального оборудования, аксессуаров, грамотная консультация специалистов. Рассрочка без переплат. Приходите и пробуйте!";"BERNINA International AG, CH-8266 Steckborn / Schweiz AG, Gubelstrasse 39, 8050 Zurich, Швейцария";"ООО ""Сьютрейд""";"Магазин-мастерская ""Швейные машины"" г.Минск ул.Алибегова д.24 тел. 242-01-88, 242-03-88";12;1;0,00;1;0,00;120;нет;да;
"Оверлоки и распошивальные машины";Brother;1034D;;1221979864;590,00;BYN;"Магазин-мастерская «Швейные машины». Большой выбор швейного и вязального оборудования, аксессуаров, грамотная консультация специалистов. Рассрочка без переплат. Приходите и пробуйте!";"Juki Corporation, 2-11-1, Tsurumaki, Tama-shi, Tokyo 206-8551, Japan";"ООО ""Сьютрейд""";"Магазин-мастерская ""Швейные машины"" г.Минск ул.Алибегова д.24 тел. 242-01-88, 242-03-88";12;1;0,00;2;0,00;120;нет;да;
"Оверлоки и распошивальные машины";Brother;2340CV;;1221979865;750,00;BYN;"Магазин-мастерская «Швейные машины». Большой выбор швейного и вязального оборудования, аксессуаров, грамотная консультация специалистов. Рассрочка без переплат. Приходите и пробуйте!";"Juki Corporation, 2-11-1, Tsurumaki, Tama-shi, Tokyo 206-8551, Japan";"ООО ""Сьютрейд""";"Магазин-мастерская ""Швейные машины"" г.Минск ул.Алибегова д.24 тел. 242-01-88, 242-03-88";12;1;6,00;2;8,00;120;нет;да;
"Оверлоки и распошивальные машины";Brother;4234D;;1221979867;890,00;BYN;"Магазин-мастерская «Швейные машины». Большой выбор швейного и вязального оборудования, аксессуаров, грамотная консультация специалистов. Рассрочка без переплат. Приходите и пробуйте!";"Juki Corporation, 2-11-1, Tsurumaki, Tama-shi, Tokyo 206-8551, Japan";"ООО ""Сьютрейд""";"Магазин-мастерская ""Швейные машины"" г.Минск ул.Алибегова д.24 тел. 242-01-88, 242-03-88";12;1;0,00;2;0,00;120;нет;да;
"Оверлоки и распошивальные машины";Jaguar;735D;;122497001;535,00;BYN;"Магазин-мастерская «Швейные машины». Большой выбор швейного и вязального оборудования, аксессуаров, грамотная консультация специалистов. Рассрочка без переплат. Приходите и пробуйте!";"Ягуар Цо., Лтд., 6-8, Сатахигаши-Мачи 2-чоме, Моригучи циты, Осака 570-0017, Япония";"ООО ""Итрин""";"г.Минск ул.Алибегова д.24";12;1;0,00;1;0,00;120;нет;да;
"Оверлоки и распошивальные машины";Jaguar;T-77DW;;122523001;0,00;BYN;"Магазин-мастерская «Швейные машины». Большой выбор швейного и вязального оборудования, аксессуаров, грамотная консультация специалистов. Рассрочка без переплат. Приходите и пробуйте!";"Ягуар Цо., Лтд., 6-8, Сатахигаши-Мачи 2-чоме, Моригучи циты, Осака 570-0017, Япония";"ООО ""Астероид-Инвест"", Минск, ул. Ольшевского, 1Б, пом. 2Н";"г.Минск ул.Алибегова д.24 т.242-01-88";12;1;0,00;1;0,00;120;нет;да;
"Швейные машины";Janome;7524E;;122619001;598,00;BYN;"Магазин-мастерская «Швейные машины». Большой выбор швейного и вязального оборудования, аксессуаров, грамотная консультация специалистов. Рассрочка без переплат. Приходите и пробуйте!";"Janome Sewing Machine Co., LTD. 1463 Hazamamachi, Hachiouji, Tokyo, 193-0941, Japan.";"ООО ""Астероид-Инвест"", 220073, г. Минск, ул. ОЛЬШЕВСКОГО Н.М., дом № 1Б, помещение 2 Н";"г.Минск ул.Алибегова д.24";12;1;6,00;1;8,00;120;нет;нет;
"Швейные машины";Janome;"LE 22";;122625001;395,00;BYN;"Магазин-мастерская «Швейные машины». Большой выбор швейного и вязального оборудования, аксессуаров, грамотная консультация специалистов. Рассрочка без переплат. Приходите и пробуйте!";"Janome Thailand CO., Ltd. 312 Moo 1 Sukaphiban 8Rd., Bueng Sriracha, Chonburi 20230, Таиланд";"ИП Терешкова Ю.А. г.Минск ул.Алибегова д.24 тел. 242-01-88, 242-03-88";"Магазин-мастерская ""Швейные машины"" г.Минск ул.Алибегова д.24 тел. 242-01-88, 242-03-88";24;1;6,00;2;8,00;120;нет;нет;
"Швейные машины";Brother;"Innov-is M270";;1241320001;0,00;BYN;"Магазин-мастерская «Швейные машины». Большой выбор швейного и вязального оборудования, аксессуаров, грамотная консультация специалистов. Рассрочка без переплат. Приходите и пробуйте!";"Brother Industries Ltd., Amata industrial Park, Long Binh Ward, Bien Hoa City, Dong Nai Province, Vietnam";"ООО ""Сьютрейд"", Минск, ул. Скрипникова, 12, пом. 90";"г.Минск ул.Алибегова д.24";12;1;0,00;1;0,00;120;нет;нет;
"Швейные машины";Chayka;"Чайка 745";;1242985001;346,00;BYN;"Магазин-мастерская «Швейные машины». Большой выбор швейного и вязального оборудования, аксессуаров, грамотная консультация специалистов. Рассрочка без переплат. Приходите и пробуйте!";Вьетнам;"ИП Терешкова Ю.А. г.Минск ул.Алибегова д.24 тел. 242-01-88, 242-03-88";"Магазин-мастерская ""Швейные машины"" г.Минск ул.Алибегова д.24 тел. 242-01-88, 242-03-88";24;1;0,00;2;0,00;120;нет;нет;
